#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score
980	NM_001002347	chr1	-	51855744	51863205	51855785	51860430	8	51855744,51857598,51857788,51858003,51858823,51860194,51862842,51863124,	51855983,51857711,51857896,51858097,51859019,51860430,51863044,51863205,	0
980	NM_001128803	chr1	-	51795320	51796461	51795408	51796438	2	51795320,51796411,	51795777,51796461,	0
981	NM_214729	chr1	-	52019087	52024810	52019188	52024783	8	52019087,52020612,52021280,52021861,52022886,52024194,52024530,52024653,	52019343,52020716,52021507,52021921,52023084,52024248,52024577,52024810,	0
981	NM_001309465	chr1	+	51925810	51993669	51928559	51991048	50	51925810,51928519,51930611,51933727,51934471,51940119,51942868,51950775,51957211,51957917,51959379,51960239,51963694,51964297,51964752,51965520,51966616,51966912,51968022,51968528,51969076,51970014,51971070,51972070,51972993,51974462,51974607,51974902,51975796,51976016,51976880,51977156,51977342,51978209,51978445,51978913,51979355,51979614,51980157,51981053,51981591,51981924,51982815,51983039,51983351,51983598,51986720,51987114,51988840,51990907,	51925968,51928625,51930705,51933869,51934590,51940241,51943060,51950865,51957455,51958057,51959496,51960434,51963900,51964474,51964975,51965742,51966821,51967026,51968194,51968660,51969216,51970152,51971303,51972143,51973196,51974511,51974721,51975051,51975921,51976115,51977070,51977251,51977375,51978315,51978520,51979083,51979533,51979730,51980302,51981177,51981721,51982045,51982878,51983146,51983493,51983733,51986824,51987207,51989084,51993669,	0
982	NM_001083028	chr1	-	52129952	52155986	52130424	52155903	18	52129952,52133730,52134957,52138485,52139026,52140839,52141356,52142723,52143265,52143942,52144909,52145440,52145752,52147332,52147624,52149645,52152542,52155888,	52130446,52133880,52135049,52138611,52139186,52140985,52141416,52142821,52143380,52144093,52145106,52145527,52145854,52147533,52147705,52150037,52152645,52155986,	0
986	NM_001039565	chr1	-	52599955	52625008	52600249	52624821	6	52599955,52602332,52603656,52603784,52613614,52624746,	52600381,52602461,52603701,52603890,52613709,52625008,	0
986	NM_001145572	chr1	+	52645122	52664286	52645293	52663904	7	52645122,52655687,52657190,52658501,52661621,52661928,52663803,	52645738,52655938,52657262,52658584,52661718,52662136,52664286,	0
986	NM_213373	chr1	-	52631767	52642688	52632382	52642385	10	52631767,52634840,52635044,52636485,52638721,52639987,52641383,52641541,52642265,52642593,	52632660,52634958,52635091,52636590,52638848,52640064,52641454,52641561,52642392,52642688,	0
987	NM_199523	chr1	+	52739749	52754173	52742699	52752699	7	52739749,52742698,52743795,52745286,52747056,52750229,52752584,	52739818,52742825,52744003,52745484,52747158,52750410,52754173,	0
987	NM_001204132	chr1	-	52756606	52772725	52761017	52772133	9	52756606,52765016,52765265,52766736,52766956,52769104,52769289,52771988,52772687,	52761175,52765150,52765334,52766870,52767086,52769202,52769318,52772136,52772725,	0
988	NM_212840	chr1	-	52840335	52842020	52840503	52841742	2	52840335,52840411,	52840402,52842020,	0
988	NM_001045265	chr1	-	52855929	52869865	52857213	52869843	6	52855929,52856434,52856941,52857186,52867074,52869669,	52855986,52856931,52857086,52857321,52867362,52869865,	0
989	NM_200583	chr1	-	53068958	53082001	53069072	53081845	13	53068958,53070306,53071456,53072334,53072829,53073046,53074071,53074319,53076797,53079389,53080570,53080786,53081736,	53069087,53070420,53071691,53072465,53072940,53073143,53074211,53074452,53077062,53079498,53080660,53080839,53082001,	0
990	NM_001135979	chr1	+	53182600	53203565	53182745	53203045	7	53182600,53190717,53193943,53194285,53196645,53198879,53202715,	53182833,53190865,53194113,53194431,53196805,53199022,53203565,	0
991	NM_001017750	chr1	+	53286215	53293788	53288270	53293439	7	53286215,53288259,53289657,53290144,53290475,53290951,53293295,	53286307,53288399,53289982,53290306,53290671,53291129,53293788,	0
991	NM_199852	chr1	-	53252092	53259035	53252188	53257982	7	53252092,53253206,53255140,53255627,53257161,53257843,53258916,	53252986,53253629,53255287,53255821,53257266,53257985,53259035,	0
991	NM_213531	chr1	+	53259366	53282163	53259510	53282059	26	53259366,53260620,53260822,53261492,53262022,53263325,53264023,53265033,53265640,53266336,53267159,53267938,53269410,53270654,53272417,53272842,53274724,53275341,53276953,53277664,53278176,53279631,53279828,53280906,53281072,53281922,	53259638,53260736,53260926,53261597,53262154,53263496,53264179,53265104,53265788,53266487,53267317,53268030,53269568,53270749,53272642,53272962,53274824,53275593,53277087,53277823,53278312,53279750,53279909,53280980,53281161,53282163,	0
991	NM_001003501	chr1	-	53222100	53247304	53222607	53247255	20	53222100,53224936,53225194,53227763,53227935,53229437,53229605,53231209,53231427,53232312,53233266,53235413,53235688,53236693,53236860,53238271,53238517,53238729,53239834,53247048,	53222634,53224995,53225311,53227842,53228004,53229502,53229663,53231290,53231464,53232521,53233424,53235574,53235766,53236779,53236944,53238440,53238651,53238848,53239904,53247304,	0
992	NM_130954	chr1	+	53353711	53366435	53354120	53365177	11	53353711,53354258,53354645,53354788,53358817,53358962,53359676,53361875,53362314,53364281,53365171,	53354177,53354558,53354706,53355046,53358878,53359093,53359846,53362092,53363149,53364504,53366435,	0
992	NM_001326522	chr1	-	53402766	53403770	53403108	53403725	3	53402766,53403102,53403563,	53403020,53403246,53403770,	0
993	NM_001328401	chr1	+	53523469	53594697	53524156	53593658	38	53523469,53524136,53526439,53526797,53527023,53527855,53528058,53531409,53531634,53532086,53533768,53534043,53534355,53534758,53535943,53536836,53537481,53539217,53540211,53541738,53544205,53549953,53563837,53564231,53564496,53565535,53568020,53570893,53573485,53575259,53580622,53582610,53583317,53584648,53584887,53585584,53591076,53593487,	53523659,53524254,53526488,53526923,53527097,53527982,53528202,53531547,53531738,53532168,53533924,53534154,53534478,53534865,53536097,53536959,53537616,53539407,53540305,53541841,53544300,53550082,53563999,53564387,53564609,53565790,53568212,53570962,53573628,53575798,53580701,53582697,53583504,53584788,53584966,53585676,53591175,53594697,	0
996	NM_001145570	chr1	+	53948825	53959726	53949106	53959524	5	53948825,53949096,53952004,53956849,53959415,	53948892,53949206,53952076,53956991,53959726,	0
996	NM_001291935	chr1	+	53961141	53971115	53961721	53969977	5	53961141,53961711,53962257,53965455,53969871,	53961227,53961815,53962323,53965603,53971115,	0
996	NM_001145690	chr1	-	53936105	53944576	53936910	53944510	6	53936105,53937423,53939351,53941055,53942382,53943961,	53937124,53937578,53939574,53941199,53942453,53944576,	0
997	NM_001134682	chr1	-	54043594	54057725	54043844	54057682	12	54043594,54046641,54048464,54050602,54050906,54051814,54052791,54054189,54054358,54054534,54056384,54057581,	54043982,54046753,54048655,54050701,54050969,54051919,54052932,54054252,54054389,54054553,54056485,54057725,	0
997	NM_213358	chr1	+	54059754	54077905	54059814	54075540	11	54059754,54069937,54070336,54071902,54072214,54072363,54072577,54072804,54075378,54076166,54076760,	54060153,54070138,54070468,54072054,54072278,54072463,54072711,54072864,54076157,54076739,54077905,	0
997	NM_001145567	chr1	-	54023005	54028388	54023019	54028375	8	54023005,54023509,54023674,54024115,54025734,54026764,54026941,54028347,	54023126,54023594,54023725,54024149,54025823,54026839,54027057,54028388,	0
997	NM_201300	chr1	-	54030010	54041168	54031693	54041040	4	54030010,54034080,54037273,54040901,	54031863,54034261,54037548,54041168,	0
998	NM_001077291	chr1	+	54212166	54230172	54215453	54228995	12	54212166,54215452,54217325,54219470,54220493,54220789,54223103,54223331,54228406,54228630,54228759,54228927,	54212294,54215683,54217396,54219657,54220589,54220902,54223225,54223403,54228548,54228677,54228841,54230172,	0
998	NM_001017566	chr1	+	54233852	54252374	54233917	54251418	5	54233852,54246312,54249403,54249750,54251337,	54233977,54246438,54249556,54249852,54252374,	0
999	NM_001089428	chr1	-	54282537	54294585	54283449	54294474	19	54282537,54282954,54284661,54285580,54286568,54286746,54286937,54287614,54288081,54288261,54288729,54289487,54289740,54289901,54290582,54291567,54291691,54291830,54294369,	54282945,54283458,54284846,54285781,54286642,54286856,54287243,54287736,54288184,54288396,54288828,54289653,54289798,54289973,54290641,54291604,54291745,54291936,54294585,	0
999	NM_001040044	chr1	-	54329620	54331239	54330664	54331174	3	54329620,54330900,54331086,	54330817,54330956,54331239,	0
999	NM_001130776	chr1	-	54333897	54366605	54334045	54360672	23	54333897,54335612,54336101,54336308,54337666,54338124,54338838,54339142,54340013,54340878,54341187,54344193,54344965,54347587,54347725,54353734,54354931,54356001,54357887,54358032,54359825,54360512,54366530,	54334151,54335707,54336209,54336389,54337788,54338212,54338944,54339206,54340129,54341060,54341311,54344576,54345062,54347640,54347833,54353861,54355317,54356133,54357922,54358114,54360067,54360687,54366605,	0
1000	NM_001045300	chr1	+	54403145	54413065	54403242	54410178	5	54403145,54406753,54406972,54408112,54410034,	54403275,54406819,54407061,54408275,54413065,	0
1000	NM_205590	chr1	-	54483431	54488960	54483671	54488818	6	54483431,54484788,54487521,54487759,54488589,54488761,	54483824,54484880,54487601,54487858,54488669,54488960,	0
1000	NM_200586	chr1	+	54460309	54467431	54463374	54466557	5	54460309,54463371,54464082,54466416,54467102,	54460364,54463457,54464302,54467057,54467431,	0
1000	NM_001089547	chr1	-	54491478	54505437	54493414	54504926	14	54491478,54492232,54492282,54492926,54493364,54495286,54495522,54497012,54498893,54499672,54501069,54501743,54502539,54504865,	54492200,54492272,54492837,54492935,54493634,54495424,54495552,54497191,54499070,54499816,54501180,54501842,54502634,54505437,	0
1000	NM_001326521	chr1	-	54446429	54453756	54446721	54453585	6	54446429,54448893,54449127,54450219,54452176,54453571,	54446916,54449025,54449223,54450315,54452249,54453756,	0
1000	NM_001145561	chr1	+	54417662	54432221	54421335	54431942	10	54417662,54421299,54423662,54425454,54426357,54426657,54428022,54430364,54430675,54431791,	54417805,54422841,54423811,54425581,54426414,54426780,54428083,54430448,54430799,54432221,	0
1001	NM_131878	chr1	-	54569722	54570845	54570336	54570816	1	54569722,	54570845,	0
1001	NM_001114563	chr1	+	54616155	54621519	54616355	54621080	9	54616155,54616354,54619356,54619778,54620100,54620558,54620711,54620852,54621005,	54616206,54616398,54619695,54620024,54620364,54620637,54620784,54620924,54621519,	0
1001	NM_001200040	chr1	-	54586373	54593323	54589066	54593266	3	54586373,54589056,54593173,	54587005,54589192,54593323,	0
1005	NM_201299	chr1	+	55074991	55099502	55075051	55099090	13	55074991,55077871,55083147,55084314,55084960,55090859,55091578,55094315,55095963,55096608,55097048,55098916,55099430,	55075066,55077922,55083199,55084359,55085064,55090975,55091684,55094388,55096007,55096666,55097137,55099420,55099502,	0
1005	NM_199773	chr1	-	55068226	55072346	55068826	55072229	3	55068226,55070667,55072018,	55069060,55071236,55072346,	0
1005	NM_200848	chr1	-	55102565	55108036	55102647	55107908	3	55102565,55106159,55107796,	55102729,55106328,55108036,	0
1005	NM_001039928	chr1	-	55109384	55132948	55109591	55132890	19	55109384,55109778,55111753,55112000,55112335,55113738,55113965,55115386,55115662,55115899,55118116,55118333,55120259,55121512,55121723,55123544,55125925,55129286,55132867,	55109688,55109930,55111912,55112130,55112514,55113803,55114113,55115509,55115827,55116012,55118252,55118467,55120362,55121644,55121854,55123687,55126098,55129398,55132948,	0
1006	NM_214757	chr1	-	55200461	55211256	55201026	55210868	4	55200461,55207472,55208262,55210759,	55201218,55207649,55208378,55211256,	0
1007	NM_001008582	chr1	-	55360637	55410849	55360807	55410796	39	55360637,55363614,55364028,55364195,55365416,55366401,55369472,55370249,55370424,55371666,55371838,55372081,55374416,55375005,55375239,55377618,55378320,55378478,55380216,55381959,55382181,55383915,55384555,55392664,55393339,55395249,55396390,55398569,55399435,55401092,55401443,55402867,55403124,55405300,55405459,55407252,55407446,55407769,55410725,	55360949,55363750,55364112,55364276,55365506,55366507,55369562,55370340,55370473,55371757,55371898,55372237,55374580,55375162,55375335,55377778,55378396,55378683,55380429,55382099,55382273,55384015,55384750,55392736,55393469,55395402,55396582,55398773,55399582,55401208,55401564,55402970,55403212,55405383,55405548,55407326,55407615,55407965,55410849,	0
1008	NM_131242	chr1	-	55460925	55507674	55461044	55507662	41	55460925,55461668,55463421,55465170,55465689,55467000,55469403,55471861,55474337,55474475,55474643,55476079,55477753,55478265,55478498,55480091,55480387,55480556,55482807,55485384,55486059,55488308,55488557,55488755,55490384,55490713,55493469,55493679,55493909,55497340,55497631,55497885,55498077,55498312,55500691,55500865,55501314,55502991,55504043,55504298,55507594,	55461186,55461804,55463505,55465251,55465776,55467106,55469493,55471952,55474386,55474566,55474703,55476238,55477917,55478422,55478594,55480251,55480463,55480760,55482891,55485445,55486272,55488448,55488646,55488858,55490582,55490794,55493599,55493832,55494101,55497544,55497778,55498001,55498195,55498415,55500779,55500948,55501403,55503065,55504212,55504494,55507674,	0
1008	NM_001045323	chr1	+	55511183	55515632	55514535	55514826	2	55511183,55514452,	55511275,55515632,	0
1008	NM_199975	chr1	-	55548089	55554561	55548247	55554484	4	55548089,55551316,55551519,55554427,	55549305,55551427,55551628,55554561,	0
1009	NM_001037236	chr1	+	55605349	55651276	55605386	55651090	41	55605349,55607599,55607903,55609785,55610193,55612274,55612453,55614524,55616800,55616995,55617762,55618054,55618351,55618615,55618847,55621702,55622063,55624608,55624860,55625057,55630627,55630939,55631173,55633905,55634218,55634427,55634715,55634909,55637187,55637893,55638584,55638727,55640018,55643295,55643491,55645405,55646500,55646671,55648636,55649016,55650948,	55605457,55607792,55608069,55609859,55610282,55612357,55612565,55614627,55616921,55617111,55617918,55618258,55618543,55618768,55618977,55621774,55622255,55624720,55624949,55625200,55630834,55631000,55631257,55634109,55634294,55634587,55634811,55635066,55637351,55638052,55638644,55638818,55640064,55643386,55643581,55645511,55646590,55646752,55648720,55649152,55651276,	0
1009	NR_030502	chr1	-	55694587	55694678	55694678	55694678	1	55694587,	55694678,	0
1010	NM_001109838	chr1	+	55793366	55798476	55797578	55798415	2	55793366,55797576,	55793409,55798476,	0
1010	NM_201172	chr1	-	55753203	55765307	55754712	55765055	9	55753203,55755087,55755676,55756114,55756261,55756396,55758188,55758719,55764965,	55754878,55755181,55755747,55756158,55756303,55756445,55758303,55758839,55765307,	0
1017	NM_001033742	chr1	+	56633694	56649965	56637398	56649487	12	56633694,56637341,56637978,56639319,56640098,56641172,56645840,56646315,56646754,56648207,56649213,56649406,	56633721,56637506,56638078,56639384,56640164,56641268,56645936,56646440,56646890,56648276,56649288,56649965,	0
1018	NM_001111185	chr1	-	56783697	56787039	56784249	56786900	6	56783697,56784571,56784902,56786417,56786845,56787014,	56784476,56784826,56785142,56786765,56786914,56787039,	0
1018	NM_001045441	chr1	+	56812053	56819463	56816320	56819059	6	56812053,56816320,56816861,56817060,56818689,56819008,	56812099,56816395,56816969,56817192,56818782,56819463,	0
1021	NM_001110760	chr1	-	57270814	57273534	57270814	57273054	3	57270814,57272728,57273403,	57271136,57273062,57273534,	0
1021	NM_001110761	chr1	-	57261852	57264756	57262435	57264736	2	57261852,57264459,	57262596,57264756,	0
1022	NM_001018146	chr1	+	57303868	57313833	57303963	57312055	6	57303868,57306526,57306792,57310325,57310454,57311384,	57304356,57306622,57307014,57310348,57310573,57313833,	0
1022	NM_001328438	chr1	+	57343370	57353267	57344609	57353263	9	57343370,57344584,57347938,57349305,57349579,57351510,57352121,57352609,57352736,	57343476,57344758,57348061,57349428,57351436,57351684,57352295,57352656,57353267,	0
1022	NM_001145592	chr1	-	57370655	57376144	57370655	57376144	7	57370655,57371155,57372244,57372436,57373069,57375072,57375876,	57370766,57371265,57372343,57372689,57373246,57375284,57376144,	0
